,ID,Gender,Age,Region_Code,Occupation,Channel_Code,Vintage,Credit_Product,Avg_Account_Balance,Is_Active,Is_Lead
105162,NKCT8FZA,0,62,4,4,1,51,2,1088995,1,0
42053,FHYH83JX,0,50,33,3,2,57,2,615194,0,0
106043,EJEIUEQH,0,35,27,3,2,69,2,493985,0,0
233507,MBGKXVGQ,1,61,30,3,3,111,1,474628,0,1
158413,WCKRUWXR,0,66,34,4,3,99,2,2566412,0,0
99635,4RYLDHSA,0,85,30,4,3,93,0,354122,0,0
106040,AWB6G3Z2,0,24,22,4,1,15,2,1089938,0,0
213759,AXPG5ELU,0,31,7,2,1,27,2,863077,0,0
135704,VIOOQODW,0,27,24,4,1,25,2,658528,0,0
115476,4RZDVNWV,1,27,27,2,1,21,2,1324827,0,0
36146,MFRXJXGW,1,28,21,2,1,20,2,1192226,0,0
128377,B7RBMZ8F,1,44,33,4,2,87,2,1597532,0,0
243184,KSLTFNQO,0,27,27,4,1,19,2,1418846,0,0
146657,G26UJFLB,1,28,20,2,1,15,2,559151,0,0
220860,5NQ64EVC,1,28,23,4,1,26,1,589678,0,0
244699,O4SBW8TM,0,29,0,4,1,20,2,622688,0,0
219602,9HWTI6BT,1,66,18,4,3,87,2,847449,1,0
36040,H8X7NGAL,1,53,18,3,3,50,2,483901,0,0
123467,YETCGASZ,0,28,29,2,1,15,2,329869,0,0
213657,G6CZFJPV,1,48,18,2,3,87,1,7577219,0,1
123479,RUWYCPBX,0,51,33,3,2,31,1,1999438,0,0
244259,IZEUIYEJ,0,49,33,3,3,93,0,1380007,0,0
34750,D5ZJKKRC,1,49,33,3,3,81,2,1028662,0,1
151098,WUXRMNEZ,1,40,24,3,1,19,2,755912,0,0
37651,MUBSTDV6,1,49,4,3,2,91,0,836697,0,1
190108,M2EQHEBB,0,27,2,2,1,19,2,1177968,1,0
124417,BQ2XWWHX,1,34,25,2,1,25,2,897832,0,0
172593,2VZLZX9R,1,48,4,3,3,80,2,2869386,1,0
146566,GH8MADR5,1,59,33,3,2,50,2,947271,1,0
106172,LVYANBXW,1,25,31,2,2,21,1,692598,0,0
86615,4HFQDV7T,0,69,11,4,1,21,2,605849,0,0
107449,EDPETWMZ,1,25,2,2,1,13,2,488503,0,1
104124,ADLQ3RPQ,0,30,27,4,1,32,2,553891,0,0
55007,BP8QHM5T,1,40,33,3,3,13,2,2426522,1,0
233002,DKERBAMQ,1,67,7,4,3,49,2,1297771,0,0
131138,7WQVQWFA,0,43,27,3,3,110,0,1141763,1,1
80194,4DNSDH2V,1,56,6,3,2,92,0,525642,0,1
22834,FPBJFHNA,0,49,33,3,3,104,1,1309252,0,0
193759,TWXWCGDB,1,41,19,3,3,56,0,1139725,0,1
140527,II7HKYRU,0,52,34,4,2,86,0,2987320,0,1
47392,FYOFHRJS,0,46,18,3,3,104,1,1626884,1,1
175618,NNVPAJMM,0,50,33,3,1,57,2,1542726,0,0
238175,7E9CW8LV,0,44,33,3,2,85,2,1696954,0,1
179504,LH5NEF66,1,34,30,2,1,21,2,336900,0,0
189296,DK4FQXRC,1,27,14,2,1,19,2,545400,0,1
29598,GHSZ3G4K,0,48,25,3,1,32,2,773525,0,0
24374,F2TKUJCA,0,44,18,3,3,122,1,1227666,0,0
188961,4SAXKOCC,1,32,27,2,1,33,2,477805,0,1
151990,BPKT3PMH,1,42,2,3,3,33,1,1049416,1,1
48366,MW2FZR4W,0,29,2,2,1,25,2,1213924,0,0
162951,WM9DK6KU,1,45,4,3,2,21,2,769494,0,0
46811,RSVXTTOD,1,57,34,3,3,51,2,914670,1,0
162508,YC9YJJ8A,0,28,0,4,1,32,2,549753,0,0
30367,3YJRTYE3,1,50,11,3,3,55,2,872956,1,0
167953,LQXKHT4P,0,29,17,2,1,32,2,632870,0,0
57340,NMFMODFX,1,26,32,2,1,19,1,1079196,0,0
214535,DK4WQBNH,0,27,16,4,1,27,2,478472,1,0
179840,BKBHRTCZ,1,53,4,3,2,91,2,1490109,0,1
1433,4OEQRZH7,1,48,24,3,2,91,2,820829,1,1
144179,Z6PZ4TKT,0,30,6,2,1,31,2,214027,0,0
73399,GUFVBCND,0,58,4,3,2,31,2,702646,1,0
225561,AC7ZRG7Y,0,41,4,3,2,26,0,815355,1,1
181053,LNWXBGZU,0,24,20,3,1,15,2,801551,1,0
40014,EAVWMP6U,0,69,27,4,2,63,2,1050404,1,0
96442,MKU48EA6,1,40,31,3,2,51,0,537248,1,0
162578,XWZKBFFZ,0,28,34,2,1,26,2,1969222,1,0
235693,FCWDU279,0,25,11,2,1,13,2,533804,0,0
225383,KHI4J37X,0,31,0,2,1,25,2,1037206,0,0
177409,HNTCMVP9,1,30,34,2,1,20,2,513859,1,0
82650,BV7AMMSG,0,55,33,4,2,61,2,448773,1,0
129386,X3RN7PQ3,1,43,30,3,2,44,1,949897,0,0
99267,24U5ZPSK,0,68,33,4,3,80,2,1473341,0,0
1792,GESYA5JS,0,80,18,4,3,99,1,1611959,0,1
186126,W4M3JESO,1,71,24,4,3,21,1,962908,0,0
65780,85B7NQAG,0,25,20,2,1,15,2,466769,0,0
147945,EQN5HQTF,1,29,7,4,1,33,2,607558,0,0
171428,OWHP4UK3,1,59,4,2,3,109,1,1530550,1,1
120075,5HSFJOKV,1,58,1,3,3,86,2,867394,1,0
14508,SPCK7VRM,1,46,2,3,2,63,2,2129698,0,0
151748,TINNH9XN,1,67,33,4,1,32,2,1546633,0,0
82872,OS6GGYXP,0,47,33,3,2,37,2,3914122,1,0
157333,TSNGTYV9,1,33,17,2,1,13,2,2187851,0,0
92852,CEFBUGT8,0,34,33,4,1,27,2,1081999,0,0
215001,IRW4GCJT,1,61,22,4,3,116,1,1142439,0,0
59410,FBVAANZA,0,70,12,4,3,86,1,1856931,0,0
156057,9DJBQHRQ,1,54,4,4,3,98,0,877566,1,1
243052,HWDSQIQA,0,28,24,3,1,21,2,749371,0,0
119741,SQ89P32W,1,27,18,2,1,27,1,900261,0,0
226501,NWZT4FGK,0,47,19,3,2,39,2,1348163,1,0
105094,RVSTFSG6,1,72,30,4,3,14,1,424156,1,0
193570,FRIYUUUA,1,42,1,3,2,25,1,599886,0,0
70843,HKWIPOJS,0,54,13,3,2,38,2,494742,1,0
124789,4MIYV3B3,0,37,27,2,1,32,2,482246,0,0
147794,NJETWNQB,0,25,6,4,1,19,1,715453,0,0
192213,47MC3OVT,1,66,33,4,3,110,1,534498,1,0
152840,DSX9ENBQ,0,27,18,2,1,14,2,1699116,1,0
30221,2OUHXZE2,0,46,31,3,1,32,2,602556,0,0
32590,2GLPGNRA,1,25,12,2,1,13,2,764394,0,0
208576,STFGZUBF,0,28,24,2,1,19,2,976383,0,0
41781,DCZZATHO,0,28,32,2,1,25,2,440736,0,0
37935,EIMAYNJP,1,65,4,4,3,116,2,2044766,0,0
22116,NV7DJF9V,1,34,29,3,2,31,2,614447,0,0
115428,3M9H7BDB,0,54,1,4,3,67,0,626604,0,1
152864,ODDSQCMW,1,55,27,4,2,68,1,1235355,1,1
230256,ZBEWWZWX,1,27,27,4,1,27,2,1109865,0,0
31397,F3QDEFRK,1,37,22,3,2,87,1,1179970,0,0
180505,XUCQCRHZ,1,67,23,4,2,99,1,1503930,1,0
216858,HHOKAICK,0,31,32,4,1,27,2,1117368,0,0
14748,8IGHYKG6,1,60,27,4,3,67,1,2006273,0,0
164166,FR8JQ3C8,0,65,33,4,1,51,1,802797,0,0
148925,DNJCGWCC,1,42,33,3,2,51,2,2206630,1,0
41726,KF2NWUMY,0,37,22,4,1,25,0,640435,1,1
62729,AYVKCVMZ,0,30,17,4,1,27,1,259977,0,0
235307,FTTYUHLP,0,48,27,3,3,111,1,1520805,1,1
55225,CRZTPCNI,0,27,29,2,1,27,2,298577,0,0
113659,DQQGWX6K,0,28,8,3,1,27,2,825492,0,0
242740,U9EWXYC4,1,29,34,2,1,33,1,1632838,0,0
56409,HBOUFYNG,1,56,4,3,2,45,1,1341078,0,1
125504,4JRVNQGF,1,30,22,2,1,33,2,381115,0,1
184432,WMNAMSTD,0,48,33,4,1,51,1,1520796,0,1
5372,HJQFE7AY,1,47,20,3,2,39,2,577076,1,0
189935,EPGXP6QD,1,40,24,3,2,26,1,816539,0,1
218817,ENBMIOEM,0,29,33,2,1,19,1,1687110,0,1
23502,BHNRDH8X,0,36,4,3,2,19,2,1317849,0,0
138466,KUNPDNRV,0,28,16,2,1,33,2,845580,1,0
189182,MCQD8E6M,1,27,16,4,1,20,0,584133,0,1
173622,HHIW6XJG,1,51,33,3,2,32,2,4219765,1,0
190320,J2QSTAGS,0,48,30,3,2,15,2,977691,0,1
223059,FXKX9YDE,1,55,22,3,2,68,1,659970,0,0
214212,2VSM7ZG8,0,35,32,2,1,32,1,1008583,0,0
30778,PAJKCCVC,0,30,18,2,2,31,1,728055,1,0
232437,VSLYGYBH,1,48,6,3,3,74,1,753393,0,0
181430,C2PHEJC6,0,27,27,2,1,21,2,863602,0,1
38111,NZ9KJPYB,1,84,2,4,3,92,1,702939,1,1
210890,D6TXEGQD,1,62,4,4,3,116,1,1968537,1,0
139515,HGNCNKCG,0,29,11,2,1,21,2,992786,0,0
132343,5P2H8BBO,0,33,1,4,4,8,1,812926,0,0
13103,QHTS2PHV,0,40,18,3,3,45,2,3038077,1,0
97300,8FUZKCSE,1,60,18,3,3,31,2,2109620,1,0
90113,3UHARSXE,1,52,18,3,3,75,1,1398626,0,0
17630,FNFJMMZY,1,29,7,2,1,32,2,984998,0,0
209996,ZBMQ7WER,1,49,18,3,3,69,1,1805703,0,0
175561,SM4YPXDK,0,41,0,3,2,13,1,578330,0,1
233051,4FYLQX7M,1,50,34,4,3,39,1,894049,0,0
87062,9PYEHS6G,0,31,24,2,1,32,2,529576,0,0
85564,VQW7J8YV,0,51,33,3,1,73,1,1095759,0,1
156310,FCAS2CN2,1,27,7,2,1,27,2,590239,0,0
151461,MPPZKBUV,0,71,18,4,2,68,2,1221792,0,1
23535,FUFAHKQM,1,27,33,2,1,14,2,1031590,0,0
46345,NWGKDDGR,0,27,19,2,1,26,2,995100,1,1
138230,ACR24UTC,1,32,20,2,1,21,2,449797,0,0
66155,BMJXBL9Z,0,26,4,2,1,21,2,602859,0,0
90159,4YAMRNIK,0,45,27,2,2,67,0,819903,1,1
184323,E2ASOAHW,1,27,30,2,1,14,2,1750247,1,0
132992,HVDPDUEF,0,80,34,4,3,93,0,1632331,0,1
163669,C3MCZOHZ,1,43,25,4,1,27,1,2280633,0,0
165541,FZVJBQ5V,1,79,33,4,2,91,2,631552,1,0
110565,EVV7HGPJ,1,44,33,3,3,98,1,768960,0,1
73520,C8ESXNKH,1,30,18,2,1,32,1,6474723,0,1
35104,CJB9WSHW,1,48,34,4,3,81,0,1380390,0,0
163844,NGVGXAAG,1,34,5,2,1,32,2,765364,0,0
46838,BRTUWEZE,1,28,20,2,1,21,2,594217,0,0
210456,WND5EH2A,0,27,4,2,1,27,2,1452515,0,0
224373,CRCPNAA4,1,49,18,3,2,56,2,586162,0,0
241308,RYPK9SJW,0,48,33,3,3,69,1,679666,0,0
9683,QUHCWXRJ,1,68,19,4,3,14,2,673498,1,0
224322,3N9QFEKG,1,31,18,2,3,13,1,815613,0,0
45205,JMGOXEE7,1,27,27,2,1,13,2,2800705,0,0
52158,2J96QOWU,1,48,27,3,2,92,2,417801,0,1
61989,WLVVGHA5,1,47,31,3,3,85,2,409364,0,1
134820,HKXYYZFX,0,30,22,2,1,25,2,780681,0,0
125429,M7NMGRU3,1,40,18,3,4,7,2,756357,0,0
174641,PYNIRVQU,1,63,33,4,2,31,2,3528458,1,0
207940,ZAZNXZDZ,0,29,27,2,1,25,2,252751,1,0
220976,YSWNMUHP,1,48,22,3,2,55,2,872751,0,0
28055,OS7BCLCE,1,44,33,3,3,97,1,1026917,0,1
32678,SM6YLG9R,0,25,32,2,1,14,2,718488,0,1
64757,62ON5RBY,1,79,5,4,4,15,2,844494,1,0
78383,C9VRWYTA,1,76,33,4,2,110,0,1087046,1,0
98493,BCIBUGMV,1,47,33,3,2,62,1,1101811,1,0
100239,MGXVFHSP,0,27,27,2,1,32,2,746710,0,0
146904,EYKSVU4F,1,63,4,4,3,111,2,724771,1,0
41111,CYVMXYEN,0,31,33,2,1,33,2,2521592,0,1
56492,FETYUM6M,1,27,18,2,1,14,2,7604364,1,0
133949,B2MHGOLY,1,37,27,3,1,20,1,1009384,0,0
39763,GF5A5PM4,1,26,18,2,1,19,2,2908929,1,1
38392,RJXWLVJT,0,50,27,3,1,15,2,126175,0,0
161577,PNERNTXO,0,28,34,2,1,26,2,3132159,0,0
199050,MYNQUUR8,0,80,33,4,2,74,1,1527542,0,1
195904,M9LG6RGP,0,31,14,4,1,15,2,250357,0,0
214704,Q9IMZBRH,1,50,4,3,3,92,2,613877,1,0
214098,DQCGJMM2,1,30,14,2,1,31,2,429131,0,0
232406,DUQ549RP,0,48,26,3,2,61,2,695339,1,0
242236,J54MGPZK,1,32,27,2,1,26,2,943658,1,0
137018,YSDDXLII,1,31,20,2,1,19,2,325731,0,0
60412,NEDVJAWK,0,45,4,4,3,69,2,1309777,0,0
1521,YWQHM7F4,1,32,7,2,1,31,2,935915,0,0
37506,MERI8PHH,0,64,33,4,3,51,1,1156296,0,0
139512,JK4KQQNP,0,26,18,4,2,19,1,1718474,0,0
210903,S5KUKCNU,1,39,33,3,1,69,2,934206,0,0
164216,8ZSP3Q3Y,1,45,34,3,2,63,2,2021519,1,1
113438,GXCGFNPL,0,32,33,2,1,20,2,854097,1,0
126216,JWICLZQM,1,51,34,3,2,69,1,822075,0,0
229875,BBULGY7W,0,61,24,4,2,63,2,1657758,1,0
149195,TCWMVSJG,0,30,34,2,1,19,2,936146,0,0
35165,NAD7ANMU,1,44,34,3,3,105,2,989484,1,0
205836,FC7BFW5C,0,34,18,2,1,20,2,646113,0,0
82531,VMGR3BSQ,0,73,34,4,1,20,0,1671250,0,1
225418,QPNEOLCH,1,76,31,4,3,92,1,460779,1,0
72927,UNY72MGP,0,28,33,2,1,20,2,704292,1,0
184039,NCKADHSE,1,78,17,4,3,56,2,951543,0,0
38870,WBP5FIXE,0,42,32,3,3,44,0,953136,0,0
38288,M2O44WJX,1,29,27,2,1,19,2,304486,1,0
6103,RHHFWKIC,1,35,34,4,2,26,1,535254,1,0
149404,KODHKCUO,1,67,7,4,3,86,0,1210186,1,0
145580,AG5ZUI4G,0,38,29,4,1,14,1,427102,0,0
13114,P7YNCFBU,1,40,1,4,2,86,2,2223068,1,0
102414,FAKBTLQW,0,31,10,4,1,25,2,1091442,0,0
34292,5SSK9DZ9,0,64,18,4,3,92,1,1262918,0,0
40809,A2ZVTKBV,1,73,33,4,3,128,1,4263705,1,1
59379,5LAECXJS,0,43,31,3,2,69,2,535771,0,0
203235,5JHFF7BW,1,53,7,3,3,99,0,1071453,0,1
87163,XEUAU4D2,0,39,33,4,1,61,2,574904,1,1
158136,ZGBCMBBT,0,50,34,3,2,50,1,545276,0,0
193129,VKXWKC5W,1,34,31,2,1,32,2,851026,0,0
229871,ORPRPYNX,1,46,33,3,3,86,2,802593,0,0
134413,WGDDT76F,1,66,34,4,2,13,2,967857,0,0
179310,EXC8E2WC,1,53,33,4,2,97,0,1349275,1,0
241850,TK5K9DCP,1,68,4,4,3,110,2,2164302,1,0
109448,UNYCSMZA,0,25,4,2,1,25,1,1306075,0,0
80461,CRAYG7MP,0,28,27,2,1,20,2,422171,0,0
113645,X6JB6RQQ,1,49,18,3,3,86,1,989849,0,1
12396,PXCXWLYG,1,24,30,2,1,14,0,640666,0,1
185952,BFBOF8FV,1,47,30,3,3,80,0,545899,1,1
132133,MYNRX5WK,0,29,18,4,1,21,1,1828327,0,0
29331,FA2H7MAQ,1,54,33,3,3,50,1,1192404,1,1
24685,DHDREUIC,1,46,24,3,2,20,0,766236,0,1
240432,MTO2AF7N,1,49,34,3,2,98,1,859935,1,0
81124,UBAKMEOS,1,50,18,3,3,103,1,1614468,0,0
105442,CTUFCUHH,1,49,18,3,2,79,1,1447540,0,1
98198,RN3QNVBP,1,29,12,2,1,19,2,1532215,0,0
23804,ZH32J2SC,1,27,27,4,1,21,2,1133726,0,1
221361,59HBKF6E,1,73,4,4,2,91,0,1399293,0,1
92303,L7QPOBXY,0,34,34,2,1,20,2,873268,1,0
133378,PEYHU7WU,0,47,18,3,2,75,0,1374702,1,1
87007,G47QVRO4,0,28,6,2,1,26,2,631677,0,0
48987,VGZMTZW6,0,29,18,2,1,19,2,536171,1,0
196040,LJXE3THB,1,61,18,3,3,105,1,719645,1,0
78422,FHK3DYV5,0,82,33,4,3,37,1,2782914,0,0
90487,VRJCAIYX,1,48,27,3,1,31,2,678909,0,0
230736,LAFCUKFY,0,57,33,3,3,85,2,1685811,0,0
31242,245I6EFQ,0,40,31,3,2,15,2,1161539,1,0
140054,NQFHQWK6,0,27,25,2,1,21,2,608840,0,1
224736,CEDUA2LN,1,77,4,4,3,93,2,2530234,0,0
89559,NFD3WCPH,0,61,7,3,2,63,1,431863,0,0
4400,L9WWP2N5,0,27,21,2,1,31,2,751364,0,0
128280,L23B5CGR,0,36,34,3,2,25,2,745277,1,0
39236,98K64AUO,1,47,4,4,4,14,1,384408,1,1
185433,D8BNZJMP,1,56,18,3,3,87,2,317124,1,0
45227,RG4S2CYY,0,65,4,4,2,81,2,1336228,0,0
60159,WCIIXDKQ,1,53,30,3,2,73,2,338128,0,0
161691,Z3AUZMPN,0,26,33,3,1,21,2,1885491,0,0
132011,NUTTMJRU,0,30,33,3,2,50,1,843328,0,1
54828,8J25P2F3,1,29,21,2,1,33,2,465567,0,0
1960,VVGQGMVM,1,45,18,3,1,86,2,551737,0,1
93347,F38FEHWJ,1,45,12,3,2,75,2,598498,0,0
205829,NEXKBWUD,0,58,18,3,3,25,1,2379192,0,0
151118,CWSHWOCM,1,56,31,3,2,26,0,934740,0,1
62346,EIGHS4P4,0,32,27,2,1,27,2,366564,0,0
109110,ADIPU3AV,1,49,18,3,2,109,2,846220,1,0
122544,UMRFCGKE,1,31,27,2,1,20,2,622474,0,1
160435,PEMGP7PE,0,27,0,2,1,27,1,854106,0,0
117789,SZJA6WBR,0,75,18,4,2,50,1,479078,0,0
110425,PM7AJDF3,0,32,1,3,1,32,2,131568,1,0
24748,NR4YPXTU,0,33,4,2,1,26,2,1576198,1,0
26620,CNQGF7X7,1,55,4,4,3,98,1,2726105,0,0
25238,EKTUPSM9,1,37,33,3,3,15,2,1046586,1,0
174507,REPX7YGW,0,28,4,2,1,20,1,566796,0,0
137898,77JWUYMS,1,51,24,3,4,7,1,1437100,1,0
85383,9E6LKQ5G,0,56,18,3,3,104,2,997040,1,0
200553,8YRPUUYS,1,61,32,3,2,73,2,451844,1,0
158065,2VV8IKVO,0,28,13,2,1,14,2,399859,0,0
235115,ZBJHFG8P,1,53,18,2,3,116,1,1436887,1,1
152208,WYFK4CD9,1,34,24,3,2,19,1,633849,0,0
14816,EDNEMMKM,0,45,4,3,3,74,0,1106198,1,1
173651,EB2VAZOB,0,38,34,3,1,31,2,671558,1,0
18500,5BRS2JWP,0,29,13,2,1,20,2,1667441,0,0
83527,BPDMRRDW,0,50,4,3,2,86,2,845197,1,0
27688,UXQT52BE,0,29,13,2,1,21,1,667606,0,0
211334,MPP5VER9,1,50,34,3,3,85,1,724691,0,1
174250,UU99SNEN,0,46,33,3,3,73,0,3376063,1,1
90358,MMOYKHTD,0,28,2,2,1,21,2,793123,0,0
127600,Y3K7SXGN,0,52,31,3,3,21,2,295978,1,0
165800,H63VE9BM,0,28,2,2,1,21,2,638601,0,1
177209,WGPIJTOK,1,47,18,3,2,67,2,1308086,0,0
28515,4UXF2KQY,0,27,18,4,1,14,2,695650,1,0
124127,J2TL28UG,1,59,18,3,3,103,2,1930543,1,0
103008,OAX3BKZV,0,25,13,2,1,13,2,801391,0,0
35284,RQ2N3DMQ,0,60,26,3,2,62,1,1106946,0,0
164247,HUWVCEKX,0,32,20,3,2,15,1,582095,0,1
17023,SBNTZC6F,1,42,23,3,2,15,1,1184625,0,1
235398,FSXS2PVS,1,34,18,4,3,68,1,1607526,0,1
146630,6A3IGBEX,0,27,1,2,1,13,2,350562,0,0
118994,GC5IX3CO,0,26,14,2,1,27,2,633243,1,0
63502,JKF8UJHX,1,32,18,4,1,26,1,816726,0,0
213071,QDYG5QNH,0,33,1,2,1,32,2,1243579,1,0
44216,EZSGPDTQ,0,39,33,3,3,79,2,1903069,0,0
122586,5E7AJ4BT,1,52,18,3,3,69,0,924532,0,1
207556,DQBNBEQB,1,54,33,3,3,105,1,1561380,1,0
119263,QEBYRWZF,0,31,4,4,1,21,2,1111067,0,1
151985,9UT9SCEU,0,29,31,2,1,32,2,828340,0,0
226647,GPU3MYV7,1,42,4,3,2,55,2,1375085,0,0
115653,MGEDN4GJ,1,57,4,3,2,97,0,1442449,1,1
204494,YQB4DQDV,1,27,6,4,1,20,2,169215,1,0
45870,TDXQWUMZ,1,60,30,4,2,19,1,1339031,0,1
195233,IAKR7CPQ,1,27,4,2,1,19,2,769155,0,0
73146,GHETYB8F,1,54,28,4,2,61,2,3175715,1,0
146925,FTKPVQSB,1,63,33,4,3,86,1,985746,1,1
29609,YBTBWDXB,0,48,18,3,3,97,2,1369968,1,0
152542,YNR6CXI8,1,50,20,3,3,62,2,688281,1,1
37079,5FD6CPAJ,0,30,20,2,1,14,2,338903,0,0
224402,YNZGYVXR,0,52,10,4,2,86,2,1069708,0,0
84282,E4WQIKVC,1,50,33,3,3,56,1,581401,0,0
209828,EDRCEWPZ,1,66,33,4,2,55,2,937819,1,0
241031,9NUHIFYK,0,47,18,3,3,81,0,828020,1,1
59972,ZSGKVYNW,1,54,34,3,3,121,2,1192626,1,0
89657,GYYDHAB7,1,50,10,4,2,25,1,439749,0,1
163516,TZYSSCU9,0,56,27,2,3,109,1,513236,1,1
50368,MPEFTTWY,1,55,1,3,3,111,1,848623,1,1
187575,EMPTXW5F,0,50,18,4,3,67,2,486162,0,1
7179,246VIZDL,0,51,34,3,2,49,2,1870726,0,0
23177,MG7SI9MP,0,31,22,2,1,31,2,676141,0,0
5690,BJSFWKCX,1,29,3,2,1,21,2,1285587,1,0
16660,6HRXJVAT,0,40,19,3,2,14,1,1179606,0,0
210338,RAANS3TY,0,27,27,2,1,31,2,858716,0,0
94679,DWK3S2EF,1,26,11,4,1,14,2,750385,0,0
120920,TSYLATWC,0,43,18,3,3,37,2,1726155,0,0
49563,ZD6AUD5W,1,50,4,4,4,13,0,995580,1,1
92386,AQCZTTCV,0,31,25,2,1,31,1,1729376,0,1
11442,ME9UZUNM,0,66,33,4,3,115,1,1512635,1,1
134898,RTQVF5XU,1,36,7,2,2,27,1,251611,0,0
222058,5KCZRURM,1,53,34,3,2,37,1,2935967,0,1
208458,IKC4U7AP,1,61,27,3,2,80,0,1393829,0,1
45155,TFV6SZTY,1,48,26,3,2,50,1,1289707,1,0
97259,NWRUTSFZ,1,29,20,2,1,27,2,575385,0,0
116522,CRAENZ7H,1,50,19,3,3,63,1,850902,1,1
165407,4U5FT7FI,1,45,33,4,2,85,0,1653246,0,1
208354,F6NAOYB5,1,84,34,4,3,74,2,4858091,1,0
4592,UZM5F4LJ,0,56,28,3,2,56,2,296405,1,0
157339,NFLUVCDL,0,85,27,4,2,93,0,1327435,0,0
12816,Z8J2PWDV,0,47,18,4,2,26,2,540648,1,0
220398,BAFWCWOL,1,44,14,4,2,56,1,874870,0,0
146632,LJCQLGUJ,1,70,10,4,3,68,2,705244,1,0
132242,YKKKY8US,1,35,18,3,2,49,2,1180860,1,0
119619,8HUYVDZ2,0,49,0,4,2,21,2,877620,1,0
95973,NGDVQ32B,0,48,18,3,2,68,2,3210096,1,0
56567,IKMAJK6N,0,30,21,3,1,32,2,589269,0,0
102944,DXD7SQIY,0,69,33,4,3,50,1,2609969,0,0
94047,43MMNAKZ,1,77,18,4,3,99,0,604078,0,0
82596,DXCDRFBD,1,75,33,4,3,91,2,2328168,1,1
20110,JSXGD5SE,0,28,34,2,1,20,2,1284367,0,0
11586,CXGOBC3U,1,49,27,3,2,92,0,839047,0,1
52585,RAWXEPVE,1,68,4,4,3,117,2,527164,1,0
193604,RBSKM4GL,1,30,12,4,1,32,2,1107346,1,0
48750,EVHNUQ58,0,26,33,2,1,13,2,1312233,0,0
94848,VR5NREHW,1,31,9,2,1,27,2,153186,0,0
22344,WA3QNQVF,1,74,34,4,3,19,2,1206590,1,1
2419,MEIAGOQR,1,30,20,3,1,19,2,409791,0,0
208098,YO9GQQER,0,41,17,3,1,26,2,764616,0,0
145043,BVEM3IDG,0,28,2,2,1,26,2,417321,0,0
35177,GA8OYIPT,0,29,32,4,1,27,2,200784,1,0
82882,UVAAAVWG,1,47,11,3,2,25,0,1055201,0,1
73551,XBPNHUJA,0,29,11,4,1,32,2,1615403,0,0
30727,JPJKRXAH,0,26,33,4,1,19,2,1696518,0,0
211634,IIUWWNDR,1,48,18,3,3,110,2,729239,0,0
242598,6Y3YZ5PQ,1,70,27,4,2,80,1,979827,0,0
79693,QY5SW6TB,1,36,19,3,2,15,0,594253,1,1
100389,NCETUANL,0,46,3,3,2,69,1,1729136,0,1
87160,CDFAZZ7G,1,46,12,3,3,93,2,1519372,1,1
211490,MDJWBUAF,0,24,5,2,1,15,2,1366942,0,0
180448,GK6GQ6EN,1,50,34,3,2,67,2,1952891,1,0
243444,9CPUF4KY,0,61,34,3,3,93,2,3462838,0,1
3887,GU6SRTT6,0,45,33,3,2,73,2,2646032,1,0
99120,NM2MLYMT,0,29,33,2,1,19,2,892785,0,0
196,6PVV73DD,0,59,18,4,2,50,1,1597728,0,0
102672,M2QDJTUT,0,63,4,4,3,104,2,1512101,1,0
41367,IUQ4TKXB,1,27,4,4,1,26,2,1514602,0,0
49077,KRX5WWGW,1,78,33,4,3,51,0,678794,1,1
120718,CHHCM8FF,0,63,33,4,1,15,0,2113643,0,1
64477,KPQRH2EX,1,28,9,2,1,26,2,825216,0,0
151156,BH8FGG8R,1,74,34,4,3,121,1,2316331,0,0
89571,LOUBSHWS,1,44,34,4,3,45,2,1825888,1,0
47408,4CA4JRWK,0,27,18,4,1,19,2,697199,0,0
8999,HJDP6BDY,0,29,24,2,1,27,2,870873,1,0
4913,T93FMQ7R,0,39,18,3,3,69,2,989866,1,0
149180,V8FJ7QRS,0,25,31,4,1,13,2,991495,0,0
181984,BX6IRDSV,0,38,22,3,3,69,2,589091,1,0
221794,YOSZQFT7,0,50,34,3,3,26,2,541191,1,0
222789,PPKKXPB6,1,28,4,2,1,25,1,1782073,0,0
129405,YZCHWF9Z,1,29,31,2,1,33,1,699833,0,0
233117,G4JJXLH2,0,34,10,2,2,19,0,433714,0,1
116028,JSLI5VWC,0,36,4,3,1,32,2,2193939,0,0
27489,7AQWNYO4,1,56,30,3,2,73,0,578962,0,0
86039,G5RGQUH8,0,35,4,3,1,19,2,479807,0,0
155031,93QF9U8A,0,58,33,3,3,79,2,1531004,1,0
14199,GY9EJHW3,1,75,30,4,2,86,2,872849,0,0
217585,YBAM4XAU,1,52,34,3,3,123,1,1567619,1,1
140511,MY6YYDEC,1,38,29,1,3,26,0,677307,1,1
179664,5F8ANVJX,0,46,24,3,2,75,1,664634,1,1
104322,9A3X9JHQ,0,25,32,2,1,14,2,1173927,0,0
31955,88DNASSK,0,62,4,4,3,97,1,2628009,0,1
75960,AQRGHBPD,0,40,14,3,1,27,2,510913,0,0
31248,EZFPFXQ8,1,31,24,2,1,15,1,956954,0,0
61191,AJXNVAM7,1,46,23,3,3,80,1,771265,0,0
185546,JTXUZOTG,1,46,33,3,1,38,0,7118629,0,1
229852,CT8C4YXL,0,82,18,4,1,21,0,878972,0,1
